stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,location_monitoring_station,Air Quality Index,Green Zones
412,31-08-2015,Rajasthan,Jodhpur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",5,22,98,"Shastri Nagar Police Thana, Jodhpur",7,1
412,30-11-2015,Rajasthan,Jodhpur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,28,176,"Shastri Nagar Police Thana, Jodhpur",9,1
412,31-12-2015,Rajasthan,Jodhpur,Rajasthan State Pollution Control Board,"Residential, Rural and other Areas",6,36,175,"Shastri Nagar Police Thana, Jodhpur",9,1
413,31-01-2015,Rajasthan,Jodhpur,Rajasthan State Pollution Control Board,Industrial Area,6,45,160,"DIC Office, Industrial Estate, Jodhpur",9,1
413,28-02-2015,Rajasthan,Jodhpur,Rajasthan State Pollution Control Board,Industrial Area,6,23,153,"DIC Office, Industrial Estate, Jodhpur",9,1
413,30-09-2015,Rajasthan,Jodhpur,Rajasthan State Pollution Control Board,Industrial Area,6,22,77,"DIC Office, Industrial Estate, Jodhpur",9,1
38,31-03-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,10,16,39,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14,1
38,30-04-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,10,17,51,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14,1
38,30-06-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,11,21,40,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16,1
38,31-12-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,12,13,39,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17,1
71,30-04-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,15,17,39,"Govt. High School, Manali, Chennai.",21,1
71,31-08-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,16,18,28,"Govt. High School, Manali, Chennai.",23,1
71,30-11-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,14,21,34,"Govt. High School, Manali, Chennai.",20,1
71,31-12-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,16,17,58,"Govt. High School, Manali, Chennai.",23,1
72,31-07-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,Industrial Area,14,18,36,"Thiruvottiyur, Chennai",20,1
159,30-10-2015,Tamil Nadu,Chennai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,36,24,"Madras Medical College, Chennai",6,1
160,30-10-2015,Tamil Nadu,Chennai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,38,57,"NEERI, CSIR Campus Chennai",3,1
160,30-11-2015,Tamil Nadu,Chennai,National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11.55555556,21.6,42,"NEERI, CSIR Campus Chennai",16,1
161,30-06-2015,Tamil Nadu,Chennai,National Environmental Engineering Research Institute,Industrial Area,4,27,30,"Thiruvottiyur Municipal Office, Chennai",6,1
161,30-10-2015,Tamil Nadu,Chennai,National Environmental Engineering Research Institute,Industrial Area,8,19,28,"Thiruvottiyur Municipal Office, Chennai",11,1
237,31-03-2015,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,Industrial Area,4,24,55,"SIDCO Office, Coimbatore",6,1
237,30-10-2015,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,Industrial Area,2,26,47,"SIDCO Office, Coimbatore",3,1
238,30-04-2015,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,26,41,"Distt. Collector's Office, Coimbatore",7,1
238,31-08-2015,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,28,33,"Distt. Collector's Office, Coimbatore",7,1
238,30-11-2015,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",3,23,59,"Distt. Collector's Office, Coimbatore",4,1
238,31-12-2015,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,27,88,"Distt. Collector's Office, Coimbatore",6,1
239,30-04-2015,Tamil Nadu,Thoothukudi,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,22,104,"Fisheries College, Tuticorin",21,1
239,31-08-2015,Tamil Nadu,Thoothukudi,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,25,151,"Fisheries College, Tuticorin",24,1
240,31-01-2015,Tamil Nadu,Thoothukudi,Tamilnadu State Pollution Control Board,Industrial Area,16,17,81,"Raja Agencies, Tuticorin",23,1
240,28-02-2015,Tamil Nadu,Thoothukudi,Tamilnadu State Pollution Control Board,Industrial Area,16,17,104,"Raja Agencies, Tuticorin",23,1
306,30-04-2015,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,22,50,"Highway (Project -I) Building, Madurai",13,1
306,31-08-2015,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,15,53,"Highway (Project -I) Building, Madurai",17,1
306,30-11-2015,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,14,54,"Highway (Project -I) Building, Madurai",14,1
306,31-12-2015,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,23,58,"Highway (Project -I) Building, Madurai",13,1
307,31-01-2015,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,Industrial Area,11,33,38,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",16,1
307,28-02-2015,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,Industrial Area,15,25,120,"Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",21,1
308,31-03-2015,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,30,49,"Kunnathur Chatram East Avani Mollai Street, Madurai",16,1
308,31-07-2015,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,21,67,"Kunnathur Chatram East Avani Mollai Street, Madurai",16,1
308,30-10-2015,Tamil Nadu,Madurai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19,28,79,"Kunnathur Chatram East Avani Mollai Street, Madurai",27,1
309,31-08-2015,Tamil Nadu,Salem,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,28,49,"Sowdeswari College Building, Salem",11,1
309,30-11-2015,Tamil Nadu,Salem,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,28,48,"Sowdeswari College Building, Salem",10,1
366,31-03-2015,Tamil Nadu,Thoothukudi,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,9,44,"AVM Jewellery Building, Tuticorin",10,1
366,30-06-2015,Tamil Nadu,Thoothukudi,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,14,42,"AVM Jewellery Building, Tuticorin",13,1
366,31-07-2015,Tamil Nadu,Thoothukudi,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,14,122,"AVM Jewellery Building, Tuticorin",13,1
366,30-10-2015,Tamil Nadu,Thoothukudi,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,15,99,"AVM Jewellery Building, Tuticorin",16,1
375,31-01-2015,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,24,75,"Poniarajapuram, On the top of DEL, Coimbatore",6,1
375,28-02-2015,Tamil Nadu,Coimbatore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,18,59,"Poniarajapuram, On the top of DEL, Coimbatore",6,1
759,31-01-2015,Tamil Nadu,Cuddalore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,21,65,Eachangadu Villagae,19,1
759,28-02-2015,Tamil Nadu,Cuddalore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,25,107,Eachangadu Villagae,16,1
759,30-04-2015,Tamil Nadu,Cuddalore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,24,73,Eachangadu Villagae,16,1
759,30-11-2015,Tamil Nadu,Cuddalore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,14,44,Eachangadu Villagae,16,1
760,31-03-2015,Tamil Nadu,Cuddalore,Tamilnadu State Pollution Control Board,Industrial Area,9,22,41,"SIPCOT Industrial Complex, Cuddalore",13,1
760,31-08-2015,Tamil Nadu,Cuddalore,Tamilnadu State Pollution Control Board,Industrial Area,10,22,37,"SIPCOT Industrial Complex, Cuddalore",14,1
761,31-07-2015,Tamil Nadu,Cuddalore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,24,61,"District Environmental Engineer Office, Imperial Road, Cuddalore",16,1
761,30-10-2015,Tamil Nadu,Cuddalore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,18,46,"District Environmental Engineer Office, Imperial Road, Cuddalore",13,1
761,31-12-2015,Tamil Nadu,Cuddalore,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,18,53,"District Environmental Engineer Office, Imperial Road, Cuddalore",17,1
762,30-04-2015,Tamil Nadu,Mettur,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,21,59,"Raman Nagar, Mettur",11,1
762,31-08-2015,Tamil Nadu,Mettur,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,20,37,"Raman Nagar, Mettur",9,1
762,30-11-2015,Tamil Nadu,Mettur,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,20,24,"Raman Nagar, Mettur",10,1
762,31-12-2015,Tamil Nadu,Mettur,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,20,68,"Raman Nagar, Mettur",9,1
763,31-01-2015,Tamil Nadu,Mettur,Tamilnadu State Pollution Control Board,Industrial Area,9,30,58,"SIDCO Industrial Complex, Mettur",13,1
763,28-02-2015,Tamil Nadu,Mettur,Tamilnadu State Pollution Control Board,Industrial Area,8,28,71,"SIDCO Industrial Complex, Mettur",11,1
763,31-03-2015,Tamil Nadu,Mettur,Tamilnadu State Pollution Control Board,Industrial Area,10,30,75,"SIDCO Industrial Complex, Mettur",14,1
763,30-06-2015,Tamil Nadu,Mettur,Tamilnadu State Pollution Control Board,Industrial Area,9,27,67,"SIDCO Industrial Complex, Mettur",13,1
763,30-10-2015,Tamil Nadu,Mettur,Tamilnadu State Pollution Control Board,Industrial Area,11,30,34,"SIDCO Industrial Complex, Mettur",16,1
764,31-03-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,19,42,"Adyar, Chennai",19,1
764,30-04-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,16,34,"Adyar, Chennai",17,1
764,30-06-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,17,74,"Adyar, Chennai",21,1
764,30-10-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,12,31,"Adyar, Chennai",13,1
764,30-11-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,15,32,"Adyar, Chennai",17,1
765,31-08-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,18,31,"Anna Nagar, Chennai",16,1
766,31-08-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,107,"Thiyagaraya Nagar, Chennai",19,1
766,31-12-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,31,234,"Thiyagaraya Nagar, Chennai",17,1
767,31-03-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,21,57,"Kilpauk, Chennai",23,1
767,30-04-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,23,133,"Kilpauk, Chennai",21,1
767,31-07-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,18,39,"Kilpauk, Chennai",19,1
767,30-10-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,16,52,"Kilpauk, Chennai",17,1
767,30-11-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,17,44,"Kilpauk, Chennai",20,1
767,31-12-2015,Tamil Nadu,Chennai,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,14,123,"Kilpauk, Chennai",14,1
769,31-03-2015,Tamil Nadu,Trichy,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,16,103,"Gandhi Market, Trichy",20,1
769,31-12-2015,Tamil Nadu,Trichy,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,21,143,"Gandhi Market, Trichy",17,1
770,31-08-2015,Tamil Nadu,Trichy,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,23,144,"Main Guard Gate, Tirchy",21,1
770,30-11-2015,Tamil Nadu,Trichy,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,21,119,"Main Guard Gate, Tirchy",14,1
771,30-04-2015,Tamil Nadu,Trichy,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,16,45,"Bishop Heber College, Tirchy",19,1
771,31-12-2015,Tamil Nadu,Trichy,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,15,40,"Bishop Heber College, Tirchy",13,1
772,31-07-2015,Tamil Nadu,Trichy,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,15,34,"Golden Rock, Trichy",13,1
772,30-10-2015,Tamil Nadu,Trichy,Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,20,59,"Golden Rock, Trichy",16,1
95,31-01-2015,Telangana,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,6,58,143,"C.I.T.D., Balanagar, Plot no. A1 to A8, IDA, Hyderabad",9,1
203,31-01-2015,Telangana,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5,33,98,"Uppal, Modern Foods & Industries IDA, Hyderabad",7,1
365,31-01-2015,Telangana,Hyderabad,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,26,114,Jublee Hills Hyderabad,7,1
393,31-01-2015,Telangana,Hyderabad,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,21,146,"Paradise, Hyderabad",7,1
394,31-01-2015,Telangana,Hyderabad,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,39,212,"Charminar, Hyderabad",7,1
465,30-04-2015,Telangana,Ramagundam,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,12,45,"RTC Bus Depot, Karim Nagar, Ramagundam",7,1
468,31-01-2015,Telangana,Patancheru,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,19,99,"Police Station, Medak, Patencheru",7,1
468,31-03-2015,Telangana,Patancheru,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,23,89,"Police Station, Medak, Patencheru",9,1
470,31-01-2015,Telangana,Hyderabad,Andhra Pradesh State Pollution Control Board,Sensitive Area,5,24,87,"Zoo Park, Hyderabad",7,1
577,31-01-2015,Telangana,Nalgonda,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,21,85,"Beside Regional Office, APPCB Nalgonda",7,1
577,31-03-2015,Telangana,Nalgonda,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,18,95,"Beside Regional Office, APPCB Nalgonda",7,1
740,31-01-2015,Telangana,Nalgonda,Andhra Pradesh State Pollution Control Board,Industrial Area,6,23,93,"Administrative Building of M/s Srini Pharmaceuticals Ltd, Choutuppal, Nalgonda District",9,1
745,31-01-2015,Telangana,Hyderabad,Andhra Pradesh State Pollution Control Board,Industrial Area,5,32,120,"Industrial Association office, IDA, Jeedimetla",7,1
756,31-01-2015,Telangana,Sangareddy,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,14,78,"Muncipal office, Sangareddy",7,1
756,31-03-2015,Telangana,Sangareddy,Andhra Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,16,59,"Muncipal office, Sangareddy",7,1
758,31-01-2015,Telangana,Sangareddy,Andhra Pradesh State Pollution Control Board,Industrial Area,7,15,86,"Hetero Lab Unit-I, Gaddapotharam, Zinnaram (M), Medak District",10,1
758,31-03-2015,Telangana,Sangareddy,Andhra Pradesh State Pollution Control Board,Industrial Area,6,22,87,"Hetero Lab Unit-I, Gaddapotharam, Zinnaram (M), Medak District",9,1
1,31-01-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,4,23,87.9,"Taj Mahal, Agra",6,1
1,28-02-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,64,118,"Taj Mahal, Agra",3,1
1,31-03-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,14,98,"Taj Mahal, Agra",3,1
1,30-04-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,10,212,"Taj Mahal, Agra",3,1
1,30-06-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,4.5,29,"Taj Mahal, Agra",3,1
1,31-08-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,4.5,87,"Taj Mahal, Agra",3,1
1,30-09-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,23,134,"Taj Mahal, Agra",3,1
1,30-11-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,45,373,"Taj Mahal, Agra",3,1
1,31-12-2015,Uttar Pradesh,Agra,Central Pollution Control Board,Sensitive Area,2,31,363,"Taj Mahal, Agra",3,1
6,31-03-2015,Uttar Pradesh,Anpara,Uttar Pradesh State Pollution Control Board,Industrial Area,18,28,138,"Anpara Colony, Sonabhadra, Anpara",26,1
6,30-04-2015,Uttar Pradesh,Anpara,Uttar Pradesh State Pollution Control Board,Industrial Area,18,27,153,"Anpara Colony, Sonabhadra, Anpara",26,1
6,30-06-2015,Uttar Pradesh,Anpara,Uttar Pradesh State Pollution Control Board,Industrial Area,18,26,139,"Anpara Colony, Sonabhadra, Anpara",26,1
6,31-12-2015,Uttar Pradesh,Anpara,Uttar Pradesh State Pollution Control Board,Industrial Area,18,30,142,"Anpara Colony, Sonabhadra, Anpara",26,1
86,31-01-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,Industrial Area,8,44,224,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",11,1
86,30-09-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,Industrial Area,7,42,197,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",10,1
98,31-03-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,38,221,"Deputy Ka Parao, Kanpur",11,1
98,31-07-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,47,214,"Deputy Ka Parao, Kanpur",10,1
98,30-10-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,34,199,"Deputy Ka Parao, Kanpur",9,1
109,31-01-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,27,181,"Kapoor Hotel, Hazratganj, Lucknow",11,1
109,31-07-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,26,158,"Kapoor Hotel, Hazratganj, Lucknow",11,1
113,31-01-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,Industrial Area,9,31,203,"Talkatora, Lucknow",13,1
113,31-07-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,Industrial Area,8,28,164,"Talkatora, Lucknow",11,1
113,30-09-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,Industrial Area,8,28,171,"Talkatora, Lucknow",11,1
113,31-12-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,Industrial Area,14,46,268,"Talkatora, Lucknow",20,1
139,31-03-2015,Uttar Pradesh,Gajraula,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",10,16,104,"Indira Chowk, J.P. Nagar, Gajraula",14,1
139,31-07-2015,Uttar Pradesh,Gajraula,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,19,158,"Indira Chowk, J.P. Nagar, Gajraula",11,1
139,30-10-2015,Uttar Pradesh,Gajraula,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",23,36,197,"Indira Chowk, J.P. Nagar, Gajraula",33,1
140,30-04-2015,Uttar Pradesh,Gajraula,Uttar Pradesh State Pollution Control Board,Industrial Area,11,22,202,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",16,1
140,31-08-2015,Uttar Pradesh,Gajraula,Uttar Pradesh State Pollution Control Board,Industrial Area,12,22,153,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",17,1
140,30-11-2015,Uttar Pradesh,Gajraula,Uttar Pradesh State Pollution Control Board,Industrial Area,18,30,164,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",26,1
140,31-12-2015,Uttar Pradesh,Gajraula,Uttar Pradesh State Pollution Control Board,Industrial Area,21,32,209,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",30,1
212,30-11-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,53,222,"Forest & Training Centre, Kidwai Nagar, Kanpur",9,1
212,31-12-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,56,239,"Forest & Training Centre, Kidwai Nagar, Kanpur",9,1
258,30-06-2015,Uttar Pradesh,Ghaziabad,Uttar Pradesh State Pollution Control Board,Industrial Area,25,39,256,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",36,0
258,31-07-2015,Uttar Pradesh,Ghaziabad,Uttar Pradesh State Pollution Control Board,Industrial Area,21,21,147,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",30,1
323,30-04-2015,Uttar Pradesh,Agra,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,12,156,"Regional Office, Bodla, Agra",9,1
323,31-08-2015,Uttar Pradesh,Agra,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,12,87,"Regional Office, Bodla, Agra",10,1
323,30-11-2015,Uttar Pradesh,Agra,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,10,265,"Regional Office, Bodla, Agra",10,1
323,31-12-2015,Uttar Pradesh,Agra,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,14,197,"Regional Office, Bodla, Agra",9,1
324,31-03-2015,Uttar Pradesh,Agra,Uttar Pradesh State Pollution Control Board,Industrial Area,7,19,258,"Nunhai, Agra",10,1
324,30-06-2015,Uttar Pradesh,Agra,Uttar Pradesh State Pollution Control Board,Industrial Area,11,21,147,"Nunhai, Agra",16,1
324,31-07-2015,Uttar Pradesh,Agra,Uttar Pradesh State Pollution Control Board,Industrial Area,10,18,173,"Nunhai, Agra",14,1
324,30-10-2015,Uttar Pradesh,Agra,Uttar Pradesh State Pollution Control Board,Industrial Area,9,19,263,"Nunhai, Agra",13,1
362,30-04-2015,Uttar Pradesh,Varanasi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",19,32,151,"Regional Office, Jawahar Nagar, Varanasi.",27,1
362,31-08-2015,Uttar Pradesh,Varanasi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",18,32,139,"Regional Office, Jawahar Nagar, Varanasi.",26,1
362,30-11-2015,Uttar Pradesh,Varanasi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",19,33,152,"Regional Office, Jawahar Nagar, Varanasi.",27,1
362,31-12-2015,Uttar Pradesh,Varanasi,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",20,34,146,"Regional Office, Jawahar Nagar, Varanasi.",29,1
369,30-04-2015,Uttar Pradesh,Ghaziabad,Uttar Pradesh State Pollution Control Board,Industrial Area,25,39,276,"Bulandshaar Road Industrial Area, Ghaziabad",36,0
369,31-08-2015,Uttar Pradesh,Ghaziabad,Uttar Pradesh State Pollution Control Board,Industrial Area,23,36,249,"Bulandshaar Road Industrial Area, Ghaziabad",33,1
369,30-11-2015,Uttar Pradesh,Ghaziabad,Uttar Pradesh State Pollution Control Board,Industrial Area,24,38,340,"Bulandshaar Road Industrial Area, Ghaziabad",34,1
369,31-12-2015,Uttar Pradesh,Ghaziabad,Uttar Pradesh State Pollution Control Board,Industrial Area,24,36,305,"Bulandshaar Road Industrial Area, Ghaziabad",34,1
377,30-10-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,25,155,"Mahanagar, Lucknow",10,1
391,31-01-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,27,222,"Dabauli, Kanpur",9,1
391,30-09-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,48,210,"Dabauli, Kanpur",10,1
395,31-03-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,Industrial Area,6,40,206,"Jajmau,Kanpur",9,1
395,30-06-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,Industrial Area,6,40,177,"Jajmau,Kanpur",9,1
395,31-07-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,Industrial Area,7,35,196,"Jajmau,Kanpur",10,1
395,30-10-2015,Uttar Pradesh,Kanpur,Uttar Pradesh State Pollution Control Board,Industrial Area,8,41,230,"Jajmau,Kanpur",11,1
397,28-02-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,28,165,"Aminabad, Lucknow",11,1
397,30-04-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,26,168,"Aminabad, Lucknow",11,1
397,30-06-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,27,153,"Aminabad, Lucknow",10,1
398,30-04-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,27,153,"Chandganj Garden, Lucknow",11,1
398,30-06-2015,Uttar Pradesh,Lucknow,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,27,150,"Chandganj Garden, Lucknow",10,1
399,31-03-2015,Uttar Pradesh,Firozabad,Uttar Pradesh State Pollution Control Board,Industrial Area,9,30,147,"Center for Development of Glass Industry ( CDGI), Firozabad",13,1
399,30-06-2015,Uttar Pradesh,Firozabad,Uttar Pradesh State Pollution Control Board,Industrial Area,8,29,156,"Center for Development of Glass Industry ( CDGI), Firozabad",11,1
399,31-07-2015,Uttar Pradesh,Firozabad,Uttar Pradesh State Pollution Control Board,Industrial Area,8,25,132,"Center for Development of Glass Industry ( CDGI), Firozabad",11,1
