stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,location_monitoring_station,Air Quality Index,Green Zones
706,31-07-2015,Maharashtra,Jalna,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,28,92,"Bachat Bhawan, Near S P Office, Jalna",16,1
706,30-10-2015,Maharashtra,Jalna,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",10,30,87,"Bachat Bhawan, Near S P Office, Jalna",14,1
706,31-12-2015,Maharashtra,Jalna,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",14,27,101,"Bachat Bhawan, Near S P Office, Jalna",20,1
707,31-03-2015,Maharashtra,Jalna,Maharashtra State Pollution Control Board,Industrial Area,12,37,166,"Krishidhan Seeds Ltd, MIDC Area, Jalna",17,1
707,30-09-2015,Maharashtra,Jalna,Maharashtra State Pollution Control Board,Industrial Area,10,28,82,"Krishidhan Seeds Ltd, MIDC Area, Jalna",14,1
708,31-01-2015,Maharashtra,Pune,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",21,101,151,"Bank of Baroda Building, Near Pimpri-Chinchwad M.C. Building",30,1
708,28-02-2015,Maharashtra,Pune,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",19,51,106,"Bank of Baroda Building, Near Pimpri-Chinchwad M.C. Building",27,1
708,31-03-2015,Maharashtra,Pune,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",18,48,93,"Bank of Baroda Building, Near Pimpri-Chinchwad M.C. Building",26,1
708,30-04-2015,Maharashtra,Pune,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",15,47,109,"Bank of Baroda Building, Near Pimpri-Chinchwad M.C. Building",21,1
708,30-06-2015,Maharashtra,Pune,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",18,21,88,"Bank of Baroda Building, Near Pimpri-Chinchwad M.C. Building",26,1
708,31-07-2015,Maharashtra,Pune,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,67,53,"Bank of Baroda Building, Near Pimpri-Chinchwad M.C. Building",19,1
708,31-08-2015,Maharashtra,Pune,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",29,22,45,"Bank of Baroda Building, Near Pimpri-Chinchwad M.C. Building",41,0
708,30-10-2015,Maharashtra,Pune,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",32,45,85,"Bank of Baroda Building, Near Pimpri-Chinchwad M.C. Building",46,0
708,30-11-2015,Maharashtra,Pune,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",56,78,166,"Bank of Baroda Building, Near Pimpri-Chinchwad M.C. Building",76,0
708,31-12-2015,Maharashtra,Pune,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",50,98,202,"Bank of Baroda Building, Near Pimpri-Chinchwad M.C. Building",69,0
710,31-01-2015,Maharashtra,Nashik,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",22,29,69,"MPCB Sub R.O. Udyog Bhawan, Nashik",31,1
710,28-02-2015,Maharashtra,Nashik,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",23,29,123,"MPCB Sub R.O. Udyog Bhawan, Nashik",33,1
710,31-03-2015,Maharashtra,Nashik,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",27,22,84,"MPCB Sub R.O. Udyog Bhawan, Nashik",39,0
710,30-04-2015,Maharashtra,Nashik,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",20,18,58,"MPCB Sub R.O. Udyog Bhawan, Nashik",29,1
710,31-07-2015,Maharashtra,Nashik,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,19,38,"MPCB Sub R.O. Udyog Bhawan, Nashik",10,1
710,31-08-2015,Maharashtra,Nashik,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",6,12,43,"MPCB Sub R.O. Udyog Bhawan, Nashik",9,1
710,30-10-2015,Maharashtra,Nashik,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,40,93,"MPCB Sub R.O. Udyog Bhawan, Nashik",11,1
710,31-12-2015,Maharashtra,Nashik,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",13,26,63,"MPCB Sub R.O. Udyog Bhawan, Nashik",19,1
711,31-01-2015,Maharashtra,Nagpur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,33,57,"MPCB Office Premises, Civil Lines, Nagpur",16,1
711,28-02-2015,Maharashtra,Nagpur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",11,38,58,"MPCB Office Premises, Civil Lines, Nagpur",16,1
711,31-03-2015,Maharashtra,Nagpur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,26,46,"MPCB Office Premises, Civil Lines, Nagpur",13,1
711,30-06-2015,Maharashtra,Nagpur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,29,53,"MPCB Office Premises, Civil Lines, Nagpur",11,1
711,31-08-2015,Maharashtra,Nagpur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,23,54,"MPCB Office Premises, Civil Lines, Nagpur",11,1
711,30-09-2015,Maharashtra,Nagpur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",9,27,55,"MPCB Office Premises, Civil Lines, Nagpur",13,1
711,30-10-2015,Maharashtra,Nagpur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",8,22,46,"MPCB Office Premises, Civil Lines, Nagpur",11,1
711,30-11-2015,Maharashtra,Nagpur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",7,19,49,"MPCB Office Premises, Civil Lines, Nagpur",10,1
711,31-12-2015,Maharashtra,Nagpur,Maharashtra State Pollution Control Board,"Residential, Rural and other Areas",12,38,51,"MPCB Office Premises, Civil Lines, Nagpur",17,1
120,31-03-2015,Meghalaya,Shillong,Meghalaya State Pollution Control Board,"Residential, Rural and other Areas",2,5,40,"Boards Office Permises, Lumpyngngad, Shillong",3,1
120,30-04-2015,Meghalaya,Shillong,Meghalaya State Pollution Control Board,"Residential, Rural and other Areas",2,5,30,"Boards Office Permises, Lumpyngngad, Shillong",3,1
120,30-06-2015,Meghalaya,Shillong,Meghalaya State Pollution Control Board,"Residential, Rural and other Areas",2,5,36,"Boards Office Permises, Lumpyngngad, Shillong",3,1
340,31-03-2015,Meghalaya,Shillong,Meghalaya State Pollution Control Board,"Residential, Rural and other Areas",2,20,97,"State Tuberculosis Hospital, Shillong",3,1
340,30-04-2015,Meghalaya,Shillong,Meghalaya State Pollution Control Board,"Residential, Rural and other Areas",2,24,82,"State Tuberculosis Hospital, Shillong",3,1
340,30-06-2015,Meghalaya,Shillong,Meghalaya State Pollution Control Board,"Residential, Rural and other Areas",2,22,103,"State Tuberculosis Hospital, Shillong",3,1
568,31-03-2015,Meghalaya,Byrnihat,Meghalaya State Pollution Control Board,Industrial Area,18,13,148,"Export Promotion Industrial Park (EPIP). Byrnihat,Ri-Bhoi dist Meghalaya",26,1
568,30-06-2015,Meghalaya,Byrnihat,Meghalaya State Pollution Control Board,Industrial Area,16,8,36,"Export Promotion Industrial Park (EPIP). Byrnihat,Ri-Bhoi dist Meghalaya",23,1
608,30-04-2015,Meghalaya,Tura,Meghalaya State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,"Office building of Add Chief Engineer,PHED, Araimille, Tura West Garo Hills District",3,1
698,31-03-2015,Meghalaya,Nongstoin,Meghalaya State Pollution Control Board,"Residential, Rural and other Areas",2,10,20,"Office Premises of the O/o SDO, PHED, Nongstoin",3,1
698,30-06-2015,Meghalaya,Nongstoin,Meghalaya State Pollution Control Board,"Residential, Rural and other Areas",2,10,24,"Office Premises of the O/o SDO, PHED, Nongstoin",3,1
699,30-06-2015,Meghalaya,Khliehriat,Meghalaya State Pollution Control Board,"Residential, Rural and other Areas",2,5,22,"Office Premises of the O/o BDO, C & RD Block, Khliehriat",3,1
782,31-03-2015,Meghalaya,Umsning,Meghalaya State Pollution Control Board,Industrial Area,2,12,111,"Umiam Industrial Complex, Ri-Bhoi District",3,1
782,30-06-2015,Meghalaya,Umsning,Meghalaya State Pollution Control Board,Industrial Area,2,14,82,"Umiam Industrial Complex, Ri-Bhoi District",3,1
450,30-04-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,7,33,"Khatla, M.G-Road, Roof Top of Mizoram SPCB",3,1
450,31-12-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,13,276,"Khatla, M.G-Road, Roof Top of Mizoram SPCB",3,1
451,31-03-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,42,"Laipuitlang, Residence of Er. Dunglena, Chairman, MPCB",3,1
451,30-04-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,19,"Laipuitlang, Residence of Er. Dunglena, Chairman, MPCB",3,1
451,30-06-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,33,"Laipuitlang, Residence of Er. Dunglena, Chairman, MPCB",3,1
451,31-12-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,51,"Laipuitlang, Residence of Er. Dunglena, Chairman, MPCB",3,1
452,30-04-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,14,82,"Bawngkawn , Roof Top of Mr.K.L. Berema�s residence.",3,1
452,30-06-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,10,28,"Bawngkawn , Roof Top of Mr.K.L. Berema�s residence.",3,1
452,31-12-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,9,32,"Bawngkawn , Roof Top of Mr.K.L. Berema�s residence.",3,1
731,31-03-2015,Mizoram,Champhai,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,"D.T.O Office Building, Kahrawt veng, Champhai",3,1
731,30-04-2015,Mizoram,Champhai,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,29,"D.T.O Office Building, Kahrawt veng, Champhai",3,1
731,30-06-2015,Mizoram,Champhai,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,20,"D.T.O Office Building, Kahrawt veng, Champhai",3,1
731,31-12-2015,Mizoram,Champhai,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,29,"D.T.O Office Building, Kahrawt veng, Champhai",3,1
732,31-03-2015,Mizoram,Champhai,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,72,"Lalzidinga building, Champhai Vengthlang, Champhai",3,1
732,30-04-2015,Mizoram,Champhai,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,"Lalzidinga building, Champhai Vengthlang, Champhai",3,1
732,30-06-2015,Mizoram,Champhai,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,45,"Lalzidinga building, Champhai Vengthlang, Champhai",3,1
732,30-10-2015,Mizoram,Champhai,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,70,"Lalzidinga building, Champhai Vengthlang, Champhai",3,1
732,31-12-2015,Mizoram,Champhai,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,61,"Lalzidinga building, Champhai Vengthlang, Champhai",3,1
733,31-03-2015,Mizoram,Kolasib,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,22,"H. Lalthuama Building, Near D.C. Office, Project Veng, Kolasib",3,1
733,31-12-2015,Mizoram,Kolasib,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,38,"H. Lalthuama Building, Near D.C. Office, Project Veng, Kolasib",3,1
734,31-03-2015,Mizoram,Kolasib,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,6,27,"Synod Bookroom, Building Diakkawn, Kolasib",3,1
734,30-04-2015,Mizoram,Kolasib,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,43,"Synod Bookroom, Building Diakkawn, Kolasib",3,1
734,31-12-2015,Mizoram,Kolasib,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,44,"Synod Bookroom, Building Diakkawn, Kolasib",3,1
735,30-06-2015,Mizoram,Lunglei,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,13,"Thangkhuma Building, Salem Veng, Lunglei",3,1
735,31-08-2015,Mizoram,Lunglei,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,10,"Thangkhuma Building, Salem Veng, Lunglei",3,1
735,31-12-2015,Mizoram,Lunglei,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,54,"Thangkhuma Building, Salem Veng, Lunglei",3,1
736,30-06-2015,Mizoram,Lunglei,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,23,"K.Lalliantluanga, Chanmari I, Lunglei",3,1
736,31-12-2015,Mizoram,Lunglei,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,73,"K.Lalliantluanga, Chanmari I, Lunglei",3,1
737,31-03-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,17,64,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",3,1
737,30-04-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,29,34,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",3,1
737,30-06-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,15,41,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",3,1
737,31-12-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,26,88,"Dawrpui Y.M.A, Building, Dawrpui, Aizawl",3,1
738,31-03-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,47,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",3,1
738,30-04-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,20,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",3,1
738,30-06-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,20,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",3,1
738,31-12-2015,Mizoram,Aizawl,Mizoram State Pollution Control Board,"Residential, Rural and other Areas",2,5,62,"Lengpui Airport, Residential Quarter (Type-III), Model Veng, Lengpui, Aizawl",3,1
317,31-03-2015,Nagaland,Dimapur,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,102,"Bank Colony,Dimapur,Nagaland",3,1
317,30-04-2015,Nagaland,Dimapur,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,72,"Bank Colony,Dimapur,Nagaland",3,1
317,30-06-2015,Nagaland,Dimapur,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,39,"Bank Colony,Dimapur,Nagaland",3,1
448,31-03-2015,Nagaland,Dimapur,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,130,"Dhobinala, Dimapur, Nagaland",3,1
448,30-04-2015,Nagaland,Dimapur,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,88,"Dhobinala, Dimapur, Nagaland",3,1
448,30-06-2015,Nagaland,Dimapur,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,53,"Dhobinala, Dimapur, Nagaland",3,1
609,31-03-2015,Nagaland,Kohima,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,65,"Opposite NST Office, Kohima",3,1
609,30-04-2015,Nagaland,Kohima,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,63,"Opposite NST Office, Kohima",3,1
609,30-06-2015,Nagaland,Kohima,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,68,"Opposite NST Office, Kohima",3,1
610,31-03-2015,Nagaland,Kohima,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,141,"Opposite War Cemetery, Kohima",3,1
610,30-04-2015,Nagaland,Kohima,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,141,"Opposite War Cemetery, Kohima",3,1
610,30-06-2015,Nagaland,Kohima,Nagaland State Pollution Control Board,"Residential, Rural and other Areas",2,5,73,"Opposite War Cemetery, Kohima",3,1
68,28-02-2015,Odisha,Talcher,Odisha State Pollution Control Board,Industrial Area,13,25,169,"T.T.P.S.Colony, Talcher",19,1
68,30-09-2015,Odisha,Talcher,Odisha State Pollution Control Board,Industrial Area,8,25,89,"T.T.P.S.Colony, Talcher",11,1
68,30-10-2015,Odisha,Talcher,Odisha State Pollution Control Board,Industrial Area,11,26,106,"T.T.P.S.Colony, Talcher",16,1
70,30-04-2015,Odisha,Angul,Odisha State Pollution Control Board,Industrial Area,13,26,91,"Industrial Estate, Angul",19,1
70,31-08-2015,Odisha,Angul,Odisha State Pollution Control Board,Industrial Area,12,25,82,"Industrial Estate, Angul",17,1
70,30-11-2015,Odisha,Angul,Odisha State Pollution Control Board,Industrial Area,12,25,119,"Industrial Estate, Angul",17,1
70,31-12-2015,Odisha,Angul,Odisha State Pollution Control Board,Industrial Area,13,29,133,"Industrial Estate, Angul",19,1
227,30-04-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,81,"IDL Police Out-post, Sonaparbat, Rourkela",9,1
227,31-08-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,75,"IDL Police Out-post, Sonaparbat, Rourkela",9,1
228,31-08-2015,Odisha,Rayagada,Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,17,29,"Regional Office Orissa SPCB, Rayagada",4,1
228,30-09-2015,Odisha,Rayagada,Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,22,45,"Regional Office Orissa SPCB, Rayagada",6,1
229,31-03-2015,Odisha,Rayagada,Odisha State Pollution Control Board,Industrial Area,5,24,66,"LPS High School, Jaykaypur",7,1
229,30-06-2015,Odisha,Rayagada,Odisha State Pollution Control Board,Industrial Area,3,21,21,"LPS High School, Jaykaypur",4,1
229,31-07-2015,Odisha,Rayagada,Odisha State Pollution Control Board,Industrial Area,4,23,46,"LPS High School, Jaykaypur",6,1
229,30-10-2015,Odisha,Rayagada,Odisha State Pollution Control Board,Industrial Area,4,23,54,"LPS High School, Jaykaypur",6,1
231,30-04-2015,Odisha,Angul,Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,27,94,"NALCO Township, Angul",14,1
231,31-08-2015,Odisha,Angul,Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,23,97,"NALCO Township, Angul",14,1
231,30-11-2015,Odisha,Angul,Odisha State Pollution Control Board,"Residential, Rural and other Areas",12,26,119,"NALCO Township, Angul",17,1
231,31-12-2015,Odisha,Angul,Odisha State Pollution Control Board,"Residential, Rural and other Areas",11,23,113,"NALCO Township, Angul",16,1
322,31-03-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,104,"SPCB Building, Bhubaneshwar",3,1
322,30-06-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,41,"SPCB Building, Bhubaneshwar",3,1
322,30-09-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,78,"SPCB Building, Bhubaneshwar",3,1
322,30-10-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,135,"SPCB Building, Bhubaneshwar",3,1
322,31-12-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,164,"SPCB Building, Bhubaneshwar",3,1
370,30-04-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",8,15,151,"Regional Office, ORPB, Rourkela",11,1
370,31-08-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,75,"Regional Office, ORPB, Rourkela",9,1
370,30-10-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",8,14,101,"Regional Office, ORPB, Rourkela",11,1
370,31-12-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",7,14,105,"Regional Office, ORPB, Rourkela",10,1
423,31-03-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,61,"IRC Vilage, Bhubaneshwar",3,1
423,30-06-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,37,"IRC Vilage, Bhubaneshwar",3,1
423,30-09-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,65,"IRC Vilage, Bhubaneshwar",3,1
423,30-10-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,82,"IRC Vilage, Bhubaneshwar",3,1
423,31-12-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,17,115,"IRC Vilage, Bhubaneshwar",3,1
424,31-03-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,95,"Capital Police Station, Bhubaneshwar",3,1
424,31-12-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,21,83,"Capital Police Station, Bhubaneshwar",3,1
425,31-03-2015,Odisha,Cuttack,Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,30,67,"R.O. Cuttack Office, Surya Vihar, Cuttack",4,1
425,30-06-2015,Odisha,Cuttack,Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,29,50,"R.O. Cuttack Office, Surya Vihar, Cuttack",4,1
425,31-07-2015,Odisha,Cuttack,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,26,45,"R.O. Cuttack Office, Surya Vihar, Cuttack",3,1
426,31-08-2015,Odisha,Cuttack,Odisha State Pollution Control Board,"Residential, Rural and other Areas",3,34,57,"Roof of Traffic Tower, Badambadi, Cuttack",4,1
426,30-11-2015,Odisha,Cuttack,Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,32,149,"Roof of Traffic Tower, Badambadi, Cuttack",6,1
426,31-12-2015,Odisha,Cuttack,Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,35,173,"Roof of Traffic Tower, Badambadi, Cuttack",6,1
427,30-09-2015,Odisha,Sambalpur,Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,15,71,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",6,1
427,30-10-2015,Odisha,Sambalpur,Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,16,77,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",6,1
427,30-11-2015,Odisha,Sambalpur,Odisha State Pollution Control Board,"Residential, Rural and other Areas",4,16,76,"Roof of Filter Plant, PHD Office, Modipara, sambalpur",6,1
428,31-01-2015,Odisha,Balasore,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,84,"Sahadevkhunta, Balasore",3,1
428,28-02-2015,Odisha,Balasore,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,93,"Sahadevkhunta, Balasore",3,1
428,31-08-2015,Odisha,Balasore,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,12,73,"Sahadevkhunta, Balasore",3,1
428,30-11-2015,Odisha,Balasore,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,75,"Sahadevkhunta, Balasore",3,1
429,31-07-2015,Odisha,Berhampur,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,31,"Regional Office, Berhampur",3,1
429,31-08-2015,Odisha,Berhampur,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,18,"Regional Office, Berhampur",3,1
429,30-10-2015,Odisha,Berhampur,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,19,54,"Regional Office, Berhampur",3,1
471,30-10-2015,Odisha,Talcher,Odisha State Pollution Control Board,Industrial Area,9,22,133,"Coal Field Area, Talcher",13,1
552,30-11-2015,Odisha,Keonjhar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,13,146,"Regional Office, Keonjhar",3,1
552,31-12-2015,Odisha,Keonjhar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,159,"Regional Office, Keonjhar",3,1
686,30-06-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,22,62,"Patrapada, Bhubneswar",3,1
686,31-07-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,20,83,"Patrapada, Bhubneswar",3,1
686,30-09-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,24,96,"Patrapada, Bhubneswar",3,1
686,31-12-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,15,93,"Patrapada, Bhubneswar",3,1
688,31-01-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,18,125,Chandrasekharpur. Bhubneswar,3,1
688,30-04-2015,Odisha,Bhubaneswar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,16,68,Chandrasekharpur. Bhubneswar,3,1
690,31-03-2015,Odisha,Balasore,Odisha State Pollution Control Board,Industrial Area,7,11,87,"Rasulpur, Near Balgopalpur Industrial Area",10,1
694,30-06-2015,Odisha,Kalinga Nagar,Odisha State Pollution Control Board,Industrial Area,2,10,98,Over the Guest House of M/s NINL,3,1
694,31-08-2015,Odisha,Kalinga Nagar,Odisha State Pollution Control Board,Industrial Area,2,10,84,Over the Guest House of M/s NINL,3,1
694,30-11-2015,Odisha,Kalinga Nagar,Odisha State Pollution Control Board,Industrial Area,2,10,117,Over the Guest House of M/s NINL,3,1
695,30-06-2015,Odisha,Kalinga Nagar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,77,"Roof of maintenance Office of M/s NINL, Duburi",3,1
695,31-08-2015,Odisha,Kalinga Nagar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,11,86,"Roof of maintenance Office of M/s NINL, Duburi",3,1
695,30-11-2015,Odisha,Kalinga Nagar,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,10,124,"Roof of maintenance Office of M/s NINL, Duburi",3,1
696,30-04-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",14,15,83,"Over the roof of Dalmia Research Institute, Rajgangpur",20,1
696,30-06-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,14,25,"Over the roof of Dalmia Research Institute, Rajgangpur",14,1
696,31-07-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",10,10,57,"Over the roof of Dalmia Research Institute, Rajgangpur",14,1
696,31-08-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",9,12,91,"Over the roof of Dalmia Research Institute, Rajgangpur",13,1
696,30-10-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",12,13,144,"Over the roof of Dalmia Research Institute, Rajgangpur",17,1
696,30-11-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",11,14,186,"Over the roof of Dalmia Research Institute, Rajgangpur",16,1
696,31-12-2015,Odisha,Rourkela,Odisha State Pollution Control Board,"Residential, Rural and other Areas",13,14,159,"Over the roof of Dalmia Research Institute, Rajgangpur",19,1
697,31-01-2015,Odisha,Cuttack,Odisha State Pollution Control Board,"Residential, Rural and other Areas",2,29,86,"Near Barabati Stadium, Tulasipur",3,1
